name,target,equipment,Level,gym,home,goal,bodyPart,type,sets
cable two arm curl on incline bench,biceps,cable,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3
cable two arm tricep kickback,triceps,cable,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3
cable underhand pulldown,lats,cable,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,3
cable upper chest crossovers,pectorals,cable,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,5
cable upper row,upper back,cable,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,3
cable upright row,delts,cable,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,4
cable wide grip rear pulldown behind neck,lats,cable,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,4
cable wrist curl,forearms,cable,Intermediate,1,0,Get Fitter & Lose Weight,lower arms,weight,3
calf push stretch with hands against wall,calves,body weight,Beginner,1,1,Get Fitter & Lose Weight,lower legs,duration,4
calf stretch with hands against wall,calves,body weight,Beginner,1,1,Get Fitter & Lose Weight,lower legs,duration,5
calf stretch with rope,calves,rope,Advanced,1,0,Get Fitter & Lose Weight,lower legs,weight,4
cambered bar lying row,upper back,barbell,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,5
captains chair straight leg raise,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3
chair leg extended stretch,quads,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,4
chest and front of shoulder stretch,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,3
chest dip,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,5
chest dip (on dip-pull-up cage),pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,5
chest dip on straight bar,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,5
chest stretch with exercise ball,pectorals,Exercise Ball,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,3
chest tap push-up (male),pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,4
chin-up,lats,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,4
chin-ups (narrow parallel grip),upper back,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,3
circles knee stretch,calves,body weight,Beginner,1,1,Get Fitter & Lose Weight,lower legs,duration,5
clap push up,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,4
clock push-up,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,5
close grip chin-up,lats,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,4
close-grip push-up,triceps,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper arms,duration,5
close-grip push-up (on knees),triceps,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper arms,duration,4
cocoons,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5
crab twist toe touch,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3
cross body crunch,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,4
crunch (hands overhead),abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,4
crunch (on stability ball),abs,Exercise Ball,Intermediate,1,1,Get Fitter & Lose Weight,waist,duration,3
"crunch (on stability ball, arms straight)",abs,Exercise Ball,Intermediate,1,1,Get Fitter & Lose Weight,waist,duration,4
crunch floor,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5
curl-up,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5
curtsey squat,glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,5
cycle cross trainer,cardiovascular system,leverage machine,Beginner,1,0,Get Fitter & Lose Weight,cardio,weight,4
dead bug,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5
decline crunch,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5
decline push-up,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,5
decline sit-up,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5
deep push up,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
diamond push-up,triceps,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper arms,duration,4
donkey calf raise,calves,body weight,Beginner,1,1,Get Fitter & Lose Weight,lower legs,duration,3
drop push up,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,5
dumbbell alternate biceps curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell alternate biceps curl (with arm blaster),biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,3
dumbbell alternate hammer preacher curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell alternate preacher curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell alternate seated hammer curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell alternate side press,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell alternating bicep curl with leg raised on exercise ball,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell alternating seated bicep curl on exercise ball,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell arnold press,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell arnold press v. 2,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell around pullover,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,3
dumbbell bench press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell bench seated press,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell bench squat,glutes,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,weight,5
dumbbell bent over row,upper back,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,back,weight,4
dumbbell bicep curl lunge with bowling motion,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell bicep curl on exercise ball with leg raised,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell bicep curl with stork stance,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,3
dumbbell biceps curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,3
dumbbell biceps curl (with arm blaster),biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell biceps curl reverse,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,3
dumbbell biceps curl squat,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell biceps curl v sit on bosu ball,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell burpee,cardiovascular system,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,cardio,weight,4
dumbbell clean,glutes,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,weight,5
dumbbell close grip press,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell close-grip press,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell concentration curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell contralateral forward lunge,glutes,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,weight,5
dumbbell cross body hammer curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell cross body hammer curl v. 2,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell cuban press,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell cuban press v. 2,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell deadlift,glutes,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,weight,5
dumbbell decline bench press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell decline fly,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell decline hammer press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
dumbbell decline one arm fly,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell decline one arm hammer press,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,3
dumbbell decline shrug,traps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,back,weight,3
dumbbell decline shrug v. 2,traps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,back,weight,3
dumbbell decline triceps extension,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell decline twist fly,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,3
dumbbell finger curls,forearms,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower arms,weight,3
dumbbell fly,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,3
dumbbell fly on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,3
dumbbell forward lunge triceps extension,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,3
dumbbell front raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell front raise v. 2,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,3
dumbbell full can lateral raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell goblet squat,quads,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,weight,3
dumbbell hammer curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell hammer curl on exercise ball,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell hammer curl v. 2,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell hammer curls (with arm blaster),biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell high curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell incline alternate press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
dumbbell incline bench press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell incline biceps curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,3
dumbbell incline breeding,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
dumbbell incline curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell incline curl v. 2,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell incline fly,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
dumbbell incline fly on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
dumbbell incline hammer curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,3
dumbbell incline hammer press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,3
dumbbell incline hammer press on exercise ball,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,3
dumbbell incline inner biceps curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell incline one arm fly,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell incline one arm fly on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell incline one arm hammer press,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell incline one arm hammer press on exercise ball,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell incline one arm lateral raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,3
dumbbell incline one arm press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,3
dumbbell incline one arm press on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
dumbbell incline palm-in press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,3
dumbbell incline press on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
dumbbell incline raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,3
dumbbell incline rear lateral raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell incline row,upper back,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,back,weight,3
dumbbell incline shoulder raise,serratus anterior,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
dumbbell incline shrug,traps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,back,weight,4
dumbbell incline t-raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,3
dumbbell incline triceps extension,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell incline twisted flyes,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell incline two arm extension,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell incline y-raise,upper back,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,back,weight,3
dumbbell iron cross,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell kickback,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell kickbacks on exercise ball,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell kneeling bicep curl exercise ball,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell lateral raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell lateral to front raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell lunge,glutes,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,weight,3
dumbbell lunge with bicep curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell lying  extension (across face),triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,3
dumbbell lying alternate extension,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell lying elbow press,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell lying external shoulder rotation,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell lying femoral,hamstrings,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,weight,4
dumbbell lying hammer press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell lying on floor rear delt raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,3
dumbbell lying one arm deltoid rear,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell lying one arm press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,3
dumbbell lying one arm press v. 2,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell lying one arm pronated triceps extension,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell lying one arm rear lateral raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell lying one arm supinated triceps extension,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell lying pronation,forearms,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower arms,weight,5
dumbbell lying pronation on floor,forearms,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower arms,weight,5
dumbbell lying pullover on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
dumbbell lying rear delt row,upper back,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,back,weight,3
dumbbell lying rear lateral raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell lying single extension,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell lying supination,forearms,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower arms,weight,5
dumbbell lying supination on floor,forearms,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower arms,weight,5
dumbbell lying supine biceps curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell lying supine curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell lying triceps extension,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell lying wide curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell neutral grip bench press,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell one arm bench fly,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
dumbbell one arm bent-over row,upper back,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,back,weight,4
dumbbell one arm chest fly on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell one arm concetration curl (on stability ball),biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,3
dumbbell one arm decline chest press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell one arm fly on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
dumbbell one arm french press on exercise ball,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell one arm hammer preacher curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell one arm hammer press on exercise ball,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell one arm incline chest press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell one arm kickback,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell one arm lateral raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,3
dumbbell one arm lateral raise with support,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell one arm press on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell one arm prone curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell one arm prone hammer curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell one arm pullover on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,3
dumbbell one arm revers wrist curl,forearms,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower arms,weight,4
dumbbell one arm reverse fly (with support),delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell one arm reverse grip press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,3
dumbbell one arm reverse preacher curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell one arm reverse spider curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell one arm seated bicep curl on exercise ball,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell one arm seated hammer curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,3
dumbbell one arm seated neutral wrist curl,forearms,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower arms,weight,3
dumbbell one arm shoulder press,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell one arm shoulder press v. 2,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell one arm snatch,glutes,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,weight,5
dumbbell one arm standing curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell one arm standing hammer curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell one arm triceps extension (on bench),triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell one arm upright row,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell one arm wrist curl,forearms,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower arms,weight,5
dumbbell one arm zottman preacher curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell one leg fly on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,3
dumbbell over bench neutral wrist curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell over bench one arm  neutral wrist curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell over bench one arm reverse wrist curl,forearms,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower arms,weight,3
dumbbell over bench one arm wrist curl,forearms,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower arms,weight,4
dumbbell over bench revers wrist curl,forearms,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower arms,weight,3
dumbbell over bench wrist curl,forearms,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower arms,weight,4
dumbbell palm rotational bent over row,upper back,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,back,weight,4
dumbbell palms in incline bench press,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell peacher hammer curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell plyo squat,glutes,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,weight,3
dumbbell preacher curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell preacher curl over exercise ball,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell press on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,4
dumbbell pronate-grip triceps extension,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell prone incline curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell prone incline hammer curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell pullover,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
dumbbell pullover hip extension on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,5
dumbbell pullover on exercise ball,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,3
dumbbell push press,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell rear delt raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell rear delt row_shoulder,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,3
dumbbell rear fly,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell rear lateral raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,3
dumbbell rear lateral raise (support head),delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell rear lunge,glutes,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,weight,4
dumbbell revers grip biceps curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell reverse bench press,pectorals,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,chest,weight,3
dumbbell reverse fly,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell reverse grip incline bench one arm row,upper back,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,back,weight,4
dumbbell reverse grip incline bench two arm row,upper back,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,back,weight,3
dumbbell reverse grip row (female),upper back,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,back,weight,4
dumbbell reverse preacher curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell reverse spider curl,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell reverse wrist curl,forearms,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower arms,weight,4
dumbbell romanian deadlift,glutes,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,weight,5
dumbbell rotation reverse fly,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,3
dumbbell scott press,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,4
dumbbell seated alternate front raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,3
dumbbell seated alternate hammer curl on exercise ball,biceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell seated alternate press,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,3
dumbbell seated alternate shoulder,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,5
dumbbell seated bench extension,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
dumbbell seated bent arm lateral raise,delts,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,shoulders,weight,3
dumbbell seated bent over alternate kickback,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,5
dumbbell seated bent over triceps extension,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4
